users,time,user_state,status
6400,1.3021307121962309,NonRegisterd,{'status': 'OK'}
6500,8.026539033278823,Registerd,{'status': 'OK'}
6500,1.6820162292569876,NonRegisterd,{'status': 'OK'}
6600,8.156675923615694,Registerd,{'status': 'OK'}
6600,1.4266701880842447,NonRegisterd,{'status': 'OK'}
6700,8.950233541429043,Registerd,{'status': 'OK'}
6700,1.7115566115826368,NonRegisterd,{'status': 'OK'}
6800,12.007920680567622,Registerd,{'status': 'OK'}
6800,1.4127943441271782,NonRegisterd,{'status': 'OK'}
6900,7.873929688706994,Registerd,{'status': 'OK'}
6900,1.4688974916934967,NonRegisterd,{'status': 'OK'}
7000,8.541870201006532,Registerd,{'status': 'OK'}
7000,1.4695299919694662,NonRegisterd,{'status': 'OK'}
7100,9.4354816544801,Registerd,{'status': 'OK'}
7100,1.8886738736182451,NonRegisterd,{'status': 'OK'}
7200,8.664438370615244,Registerd,{'status': 'OK'}
7200,1.9020033720880747,NonRegisterd,{'status': 'OK'}
7300,9.888720443472266,Registerd,{'status': 'OK'}
7300,1.882454700767994,NonRegisterd,{'status': 'OK'}
7400,10.163545543327928,Registerd,{'status': 'OK'}
7400,1.8926506489515305,NonRegisterd,{'status': 'OK'}
7500,8.311603771522641,Registerd,{'status': 'OK'}
7500,2.044832007959485,NonRegisterd,{'status': 'OK'}
7600,8.566612843424082,Registerd,{'status': 'OK'}
7600,1.636188330128789,NonRegisterd,{'status': 'OK'}
7700,10.226375482976437,Registerd,{'status': 'OK'}
7700,1.6843989826738834,NonRegisterd,{'status': 'OK'}
7800,9.257862338796258,Registerd,{'status': 'OK'}
7800,1.987630384042859,NonRegisterd,{'status': 'OK'}
7900,8.572012377902865,Registerd,{'status': 'OK'}
7900,1.7289293240755796,NonRegisterd,{'status': 'OK'}
8000,9.460229272022843,Registerd,{'status': 'OK'}
8000,1.9239460732787848,NonRegisterd,{'status': 'OK'}
8100,10.400357248261571,Registerd,{'status': 'OK'}
8100,1.9382062796503305,NonRegisterd,{'status': 'OK'}
8200,8.911530746147037,Registerd,{'status': 'OK'}
8200,1.6866809520870447,NonRegisterd,{'status': 'OK'}
8300,9.537287045270205,Registerd,{'status': 'OK'}
8300,2.063067711889744,NonRegisterd,{'status': 'OK'}
8400,9.332733694463968,Registerd,{'status': 'OK'}
8400,2.120096715167165,NonRegisterd,{'status': 'OK'}
8500,9.030908305197954,Registerd,{'status': 'OK'}
8500,1.7303243540227413,NonRegisterd,{'status': 'OK'}
8600,9.388341406360269,Registerd,{'status': 'OK'}
8600,2.131791103631258,NonRegisterd,{'status': 'OK'}
8700,9.360011024400592,Registerd,{'status': 'OK'}
8700,2.280663672834635,NonRegisterd,{'status': 'OK'}
8800,8.725252540782094,Registerd,{'status': 'OK'}
8800,1.810631014406681,NonRegisterd,{'status': 'OK'}
8900,9.553868398070335,Registerd,{'status': 'OK'}
8900,2.2815241683274508,NonRegisterd,{'status': 'OK'}
9000,9.592387514188886,Registerd,{'status': 'OK'}
9000,1.9779865480959415,NonRegisterd,{'status': 'OK'}
9100,9.892407177016139,Registerd,{'status': 'OK'}
9100,2.28868318349123,NonRegisterd,{'status': 'OK'}
9200,8.96434329636395,Registerd,{'status': 'OK'}
9200,1.870677737519145,NonRegisterd,{'status': 'OK'}
9300,9.25084613636136,Registerd,{'status': 'OK'}
9300,1.879591265693307,NonRegisterd,{'status': 'OK'}
9400,10.549149736762047,Registerd,{'status': 'OK'}
9400,2.337951621040702,NonRegisterd,{'status': 'OK'}
9500,9.641881700605154,Registerd,{'status': 'OK'}
9500,1.9127418641000986,NonRegisterd,{'status': 'OK'}
9600,9.168247228488326,Registerd,{'status': 'OK'}
9600,1.9629746861755848,NonRegisterd,{'status': 'OK'}
9700,9.505581375211477,Registerd,{'status': 'OK'}
9700,2.383282346650958,NonRegisterd,{'status': 'OK'}
9800,10.082056051120162,Registerd,{'status': 'OK'}
9800,2.446686105802655,NonRegisterd,{'status': 'OK'}
9900,9.289168892428279,Registerd,{'status': 'OK'}
9900,2.425146274268627,NonRegisterd,{'status': 'OK'}
10000,10.657541289925575,Registerd,{'status': 'OK'}
10000,2.1214827578514814,NonRegisterd,{'status': 'OK'}
