users,time,user_state,status
5300,7.310041688382626,Registerd,{'status': 'OK'}
5300,0.17923769168555737,NonRegisterd,{'status': 'OK'}
5400,7.040562035515904,Registerd,{'status': 'OK'}
5400,0.17780966870486736,NonRegisterd,{'status': 'OK'}
5500,7.395102813839912,Registerd,{'status': 'OK'}
5500,0.17301719263195992,NonRegisterd,{'status': 'OK'}
5600,7.443835714831948,Registerd,{'status': 'OK'}
5600,0.38762400299310684,NonRegisterd,{'status': 'OK'}
5700,7.689505526795983,Registerd,{'status': 'OK'}
5700,0.18078306317329407,NonRegisterd,{'status': 'OK'}
5800,8.053771279752254,Registerd,{'status': 'OK'}
5800,0.4013073742389679,NonRegisterd,{'status': 'OK'}
5900,8.472342912107706,Registerd,{'status': 'OK'}
5900,0.4239308834075928,NonRegisterd,{'status': 'OK'}
6000,8.417728431522846,Registerd,{'status': 'OK'}
6000,0.43655784986913204,NonRegisterd,{'status': 'OK'}
6100,8.608573410660028,Registerd,{'status': 'OK'}
6100,0.2193017490208149,NonRegisterd,{'status': 'OK'}
6200,8.197112148627639,Registerd,{'status': 'OK'}
6200,0.20062837563455105,NonRegisterd,{'status': 'OK'}
6300,7.3228791411966085,Registerd,{'status': 'OK'}
6300,0.20136137679219246,NonRegisterd,{'status': 'OK'}
6400,8.2180738132447,Registerd,{'status': 'OK'}
6400,0.1916400082409382,NonRegisterd,{'status': 'OK'}
6500,6.99716622941196,Registerd,{'status': 'OK'}
6500,0.4436234049499035,NonRegisterd,{'status': 'OK'}
6600,7.426717402413487,Registerd,{'status': 'OK'}
6600,0.44476502761244774,NonRegisterd,{'status': 'OK'}
6700,7.618913516402245,Registerd,{'status': 'OK'}
6700,0.44640357233583927,NonRegisterd,{'status': 'OK'}
6800,7.8427541851997375,Registerd,{'status': 'OK'}
6800,0.4571112431585789,NonRegisterd,{'status': 'OK'}
6900,7.279435686767101,Registerd,{'status': 'OK'}
6900,0.21174217946827412,NonRegisterd,{'status': 'OK'}
7000,7.002048082649708,Registerd,{'status': 'OK'}
7000,0.21211561188101768,NonRegisterd,{'status': 'OK'}
7100,8.169605309143662,Registerd,{'status': 'OK'}
7100,0.20582608878612518,NonRegisterd,{'status': 'OK'}
7200,9.830139555037022,Registerd,{'status': 'OK'}
7200,0.4727293364703655,NonRegisterd,{'status': 'OK'}
7300,8.747192056849599,Registerd,{'status': 'OK'}
7300,0.21927602775394917,NonRegisterd,{'status': 'OK'}
7400,7.566275216639042,Registerd,{'status': 'OK'}
7400,0.21412886492908,NonRegisterd,{'status': 'OK'}
7500,7.188089529052377,Registerd,{'status': 'OK'}
7500,0.49268826842308044,NonRegisterd,{'status': 'OK'}
7600,7.823158051818609,Registerd,{'status': 'OK'}
7600,0.22004606388509274,NonRegisterd,{'status': 'OK'}
7700,7.122925525531173,Registerd,{'status': 'OK'}
7700,0.5120972990989685,NonRegisterd,{'status': 'OK'}
7800,7.315979279577732,Registerd,{'status': 'OK'}
7800,0.2231314443051815,NonRegisterd,{'status': 'OK'}
7900,6.526335148140788,Registerd,{'status': 'OK'}
7900,0.23352269642055035,NonRegisterd,{'status': 'OK'}
8000,6.908485062420368,Registerd,{'status': 'OK'}
8000,0.23821277730166912,NonRegisterd,{'status': 'OK'}
8100,6.961264386773109,Registerd,{'status': 'OK'}
8100,0.23386426642537117,NonRegisterd,{'status': 'OK'}
8200,6.927325500175357,Registerd,{'status': 'OK'}
8200,0.7602695375680923,NonRegisterd,{'status': 'OK'}
8300,7.150057857856154,Registerd,{'status': 'OK'}
8300,0.5362091269344091,NonRegisterd,{'status': 'OK'}
8400,7.410297213122249,Registerd,{'status': 'OK'}
8400,0.2369549572467804,NonRegisterd,{'status': 'OK'}
8500,6.7837450578808784,Registerd,{'status': 'OK'}
8500,0.5546990279108286,NonRegisterd,{'status': 'OK'}
8600,6.855342544615269,Registerd,{'status': 'OK'}
8600,0.5587905421853065,NonRegisterd,{'status': 'OK'}
8700,8.152034386992455,Registerd,{'status': 'OK'}
8700,0.5734949558973312,NonRegisterd,{'status': 'OK'}
8800,6.7027303501963615,Registerd,{'status': 'OK'}
8800,0.24886345490813255,NonRegisterd,{'status': 'OK'}
8900,7.07819096557796,Registerd,{'status': 'OK'}
8900,0.8069794494658709,NonRegisterd,{'status': 'OK'}
9000,8.26255558989942,Registerd,{'status': 'OK'}
9000,0.5859794318675995,NonRegisterd,{'status': 'OK'}
9100,7.5022695399820805,Registerd,{'status': 'OK'}
9100,0.25566570088267326,NonRegisterd,{'status': 'OK'}
9200,7.935743939131498,Registerd,{'status': 'OK'}
9200,0.25806653313338757,NonRegisterd,{'status': 'OK'}
9300,8.300873646512628,Registerd,{'status': 'OK'}
9300,0.7919819448143244,NonRegisterd,{'status': 'OK'}
9400,7.54967743344605,Registerd,{'status': 'OK'}
9400,0.6213777344673872,NonRegisterd,{'status': 'OK'}
9500,8.548005428165197,Registerd,{'status': 'OK'}
9500,0.6224374994635582,NonRegisterd,{'status': 'OK'}
9600,7.415128868073225,Registerd,{'status': 'OK'}
9600,0.6254543326795101,NonRegisterd,{'status': 'OK'}
9700,8.11569427140057,Registerd,{'status': 'OK'}
9700,0.62843431904912,NonRegisterd,{'status': 'OK'}
9800,8.317473309114575,Registerd,{'status': 'OK'}
9800,0.3165960740298033,NonRegisterd,{'status': 'OK'}
9900,7.732715699821711,Registerd,{'status': 'OK'}
9900,0.26597277261316776,NonRegisterd,{'status': 'OK'}
10000,7.258441656827927,Registerd,{'status': 'OK'}
10000,0.29994434490799904,NonRegisterd,{'status': 'OK'}

